"time","group","sim","state","value"
61,1,114,"R",0.251
62,1,114,"R",0.236
63,1,114,"R",0.247
64,1,114,"R",0.244
65,1,114,"R",0.246
66,1,114,"R",0.243
67,1,114,"R",0.247
68,1,114,"R",0.252
69,1,114,"R",0.252
70,1,114,"R",0.258
71,1,114,"R",0.266
72,1,114,"R",0.271
73,1,114,"R",0.269
74,1,114,"R",0.268
75,1,114,"R",0.263
76,1,114,"R",0.273
77,1,114,"R",0.277
78,1,114,"R",0.275
79,1,114,"R",0.276
80,1,114,"R",0.271
1,1,114,"incidence",0
2,1,114,"incidence",1
3,1,114,"incidence",0
4,1,114,"incidence",0
5,1,114,"incidence",1
6,1,114,"incidence",1
7,1,114,"incidence",0
8,1,114,"incidence",0
9,1,114,"incidence",1
10,1,114,"incidence",0
11,1,114,"incidence",1
12,1,114,"incidence",0
13,1,114,"incidence",0
14,1,114,"incidence",0
15,1,114,"incidence",1
16,1,114,"incidence",1
17,1,114,"incidence",1
18,1,114,"incidence",1
19,1,114,"incidence",1
20,1,114,"incidence",0
21,1,114,"incidence",1
22,1,114,"incidence",0
23,1,114,"incidence",0
24,1,114,"incidence",3
25,1,114,"incidence",3
26,1,114,"incidence",1
27,1,114,"incidence",3
28,1,114,"incidence",5
29,1,114,"incidence",1
30,1,114,"incidence",4
31,1,114,"incidence",5
32,1,114,"incidence",3
33,1,114,"incidence",5
34,1,114,"incidence",3
35,1,114,"incidence",5
36,1,114,"incidence",6
37,1,114,"incidence",3
38,1,114,"incidence",5
39,1,114,"incidence",7
40,1,114,"incidence",5
41,1,114,"incidence",0
42,1,114,"incidence",5
43,1,114,"incidence",1
44,1,114,"incidence",4
45,1,114,"incidence",1
46,1,114,"incidence",3
47,1,114,"incidence",4
48,1,114,"incidence",2
49,1,114,"incidence",3
50,1,114,"incidence",3
51,1,114,"incidence",1
52,1,114,"incidence",3
53,1,114,"incidence",0
54,1,114,"incidence",1
55,1,114,"incidence",0
56,1,114,"incidence",3
57,1,114,"incidence",1
58,1,114,"incidence",1
59,1,114,"incidence",1
60,1,114,"incidence",2
61,1,114,"incidence",0
62,1,114,"incidence",1
63,1,114,"incidence",2
64,1,114,"incidence",3
65,1,114,"incidence",0
66,1,114,"incidence",0
67,1,114,"incidence",1
68,1,114,"incidence",1
69,1,114,"incidence",4
70,1,114,"incidence",1
71,1,114,"incidence",2
72,1,114,"incidence",0
73,1,114,"incidence",1
74,1,114,"incidence",1
75,1,114,"incidence",0
76,1,114,"incidence",1
77,1,114,"incidence",4
78,1,114,"incidence",4
79,1,114,"incidence",2
80,1,114,"incidence",3
1,1,115,"S",0.995
2,1,115,"S",0.994
3,1,115,"S",0.991
4,1,115,"S",0.99
5,1,115,"S",0.986
6,1,115,"S",0.984
7,1,115,"S",0.983
8,1,115,"S",0.979
9,1,115,"S",0.977
10,1,115,"S",0.976
11,1,115,"S",0.974
12,1,115,"S",0.97
13,1,115,"S",0.965
14,1,115,"S",0.964
15,1,115,"S",0.957
16,1,115,"S",0.951
17,1,115,"S",0.941
18,1,115,"S",0.937
19,1,115,"S",0.928
20,1,115,"S",0.921
21,1,115,"S",0.915
22,1,115,"S",0.907
23,1,115,"S",0.898
24,1,115,"S",0.878
25,1,115,"S",0.866
26,1,115,"S",0.848
27,1,115,"S",0.825
28,1,115,"S",0.806
29,1,115,"S",0.79
30,1,115,"S",0.762
31,1,115,"S",0.74
32,1,115,"S",0.712
33,1,115,"S",0.671
34,1,115,"S",0.637
35,1,115,"S",0.601
36,1,115,"S",0.574
37,1,115,"S",0.533
38,1,115,"S",0.501
39,1,115,"S",0.467
40,1,115,"S",0.438
41,1,115,"S",0.41
42,1,115,"S",0.382
43,1,115,"S",0.356
44,1,115,"S",0.332
45,1,115,"S",0.31
46,1,115,"S",0.286
47,1,115,"S",0.259
48,1,115,"S",0.238
49,1,115,"S",0.223
50,1,115,"S",0.212
51,1,115,"S",0.198
52,1,115,"S",0.187
53,1,115,"S",0.182
54,1,115,"S",0.17
55,1,115,"S",0.165
56,1,115,"S",0.165
57,1,115,"S",0.167
58,1,115,"S",0.168
59,1,115,"S",0.159
60,1,115,"S",0.152
61,1,115,"S",0.152
62,1,115,"S",0.155
63,1,115,"S",0.154
64,1,115,"S",0.145
65,1,115,"S",0.148
66,1,115,"S",0.15
67,1,115,"S",0.15
68,1,115,"S",0.146
69,1,115,"S",0.151
70,1,115,"S",0.15
71,1,115,"S",0.155
72,1,115,"S",0.154
73,1,115,"S",0.155
74,1,115,"S",0.15
75,1,115,"S",0.151
76,1,115,"S",0.153
77,1,115,"S",0.15
78,1,115,"S",0.157
79,1,115,"S",0.165
80,1,115,"S",0.171
1,1,115,"I",0.005
2,1,115,"I",0.006
3,1,115,"I",0.009
4,1,115,"I",0.01
5,1,115,"I",0.013
6,1,115,"I",0.014
7,1,115,"I",0.015
8,1,115,"I",0.018
9,1,115,"I",0.019
10,1,115,"I",0.018
11,1,115,"I",0.02
12,1,115,"I",0.02
13,1,115,"I",0.025
14,1,115,"I",0.026
15,1,115,"I",0.032
16,1,115,"I",0.035
17,1,115,"I",0.043
18,1,115,"I",0.048
19,1,115,"I",0.054
20,1,115,"I",0.059
21,1,115,"I",0.063
22,1,115,"I",0.072
23,1,115,"I",0.08
24,1,115,"I",0.095
25,1,115,"I",0.106
26,1,115,"I",0.124
27,1,115,"I",0.145
28,1,115,"I",0.158
29,1,115,"I",0.176
30,1,115,"I",0.2
31,1,115,"I",0.22
32,1,115,"I",0.247
33,1,115,"I",0.279
34,1,115,"I",0.312
35,1,115,"I",0.342
36,1,115,"I",0.36
37,1,115,"I",0.394
38,1,115,"I",0.418
39,1,115,"I",0.442
40,1,115,"I",0.469
41,1,115,"I",0.486
42,1,115,"I",0.509
43,1,115,"I",0.53
44,1,115,"I",0.54
45,1,115,"I",0.557
46,1,115,"I",0.567
47,1,115,"I",0.576
48,1,115,"I",0.588
49,1,115,"I",0.595
50,1,115,"I",0.593
51,1,115,"I",0.604
52,1,115,"I",0.609
53,1,115,"I",0.604
54,1,115,"I",0.606
55,1,115,"I",0.611
56,1,115,"I",0.608
57,1,115,"I",0.609
58,1,115,"I",0.607
59,1,115,"I",0.608
60,1,115,"I",0.61
61,1,115,"I",0.605
62,1,115,"I",0.605
63,1,115,"I",0.614
64,1,115,"I",0.613
65,1,115,"I",0.599
66,1,115,"I",0.593
67,1,115,"I",0.59
68,1,115,"I",0.591
69,1,115,"I",0.586
70,1,115,"I",0.585
71,1,115,"I",0.58
72,1,115,"I",0.572
73,1,115,"I",0.562
74,1,115,"I",0.562
75,1,115,"I",0.561
76,1,115,"I",0.568
77,1,115,"I",0.572
78,1,115,"I",0.564
79,1,115,"I",0.56
80,1,115,"I",0.559
1,1,115,"R",0
2,1,115,"R",0
3,1,115,"R",0
4,1,115,"R",0
5,1,115,"R",0.001
6,1,115,"R",0.002
7,1,115,"R",0.002
8,1,115,"R",0.003
9,1,115,"R",0.004
10,1,115,"R",0.006
11,1,115,"R",0.006
12,1,115,"R",0.01
13,1,115,"R",0.01
14,1,115,"R",0.01
15,1,115,"R",0.011
16,1,115,"R",0.014
17,1,115,"R",0.016
18,1,115,"R",0.015
19,1,115,"R",0.018
20,1,115,"R",0.02
21,1,115,"R",0.022
22,1,115,"R",0.021
23,1,115,"R",0.022
24,1,115,"R",0.027
25,1,115,"R",0.028
26,1,115,"R",0.028
27,1,115,"R",0.03
28,1,115,"R",0.036
29,1,115,"R",0.034
30,1,115,"R",0.038
31,1,115,"R",0.04
32,1,115,"R",0.041
33,1,115,"R",0.05
34,1,115,"R",0.051
35,1,115,"R",0.057
36,1,115,"R",0.066
37,1,115,"R",0.073
38,1,115,"R",0.081
39,1,115,"R",0.091
40,1,115,"R",0.093
41,1,115,"R",0.104
42,1,115,"R",0.109
43,1,115,"R",0.114
44,1,115,"R",0.128
45,1,115,"R",0.133
46,1,115,"R",0.147
47,1,115,"R",0.165
48,1,115,"R",0.174
49,1,115,"R",0.182
50,1,115,"R",0.195
51,1,115,"R",0.198
52,1,115,"R",0.204
53,1,115,"R",0.214
54,1,115,"R",0.224
55,1,115,"R",0.224
56,1,115,"R",0.227
57,1,115,"R",0.224
58,1,115,"R",0.225
59,1,115,"R",0.233
60,1,115,"R",0.238
61,1,115,"R",0.243
62,1,115,"R",0.24
63,1,115,"R",0.232
64,1,115,"R",0.242
65,1,115,"R",0.253
66,1,115,"R",0.257
67,1,115,"R",0.26
68,1,115,"R",0.263
69,1,115,"R",0.263
70,1,115,"R",0.265
71,1,115,"R",0.265
72,1,115,"R",0.274
73,1,115,"R",0.283
74,1,115,"R",0.288
75,1,115,"R",0.288
76,1,115,"R",0.279
77,1,115,"R",0.278
78,1,115,"R",0.279
79,1,115,"R",0.275
80,1,115,"R",0.27
1,1,115,"incidence",0
2,1,115,"incidence",0
3,1,115,"incidence",0
4,1,115,"incidence",1
5,1,115,"incidence",1
6,1,115,"incidence",0
7,1,115,"incidence",1
8,1,115,"incidence",0
9,1,115,"incidence",0
10,1,115,"incidence",0
11,1,115,"incidence",0
12,1,115,"incidence",0
13,1,115,"incidence",0
14,1,115,"incidence",1
15,1,115,"incidence",0
16,1,115,"incidence",0
17,1,115,"incidence",0
18,1,115,"incidence",0
19,1,115,"incidence",2
20,1,115,"incidence",0
21,1,115,"incidence",1
22,1,115,"incidence",0
23,1,115,"incidence",1
24,1,115,"incidence",2
25,1,115,"incidence",3
26,1,115,"incidence",2
27,1,115,"incidence",2
28,1,115,"incidence",0
29,1,115,"incidence",2
30,1,115,"incidence",1
31,1,115,"incidence",2
32,1,115,"incidence",2
33,1,115,"incidence",3
34,1,115,"incidence",3
35,1,115,"incidence",6
36,1,115,"incidence",5
37,1,115,"incidence",1
38,1,115,"incidence",2
39,1,115,"incidence",5
40,1,115,"incidence",6
41,1,115,"incidence",3
42,1,115,"incidence",1
43,1,115,"incidence",8
44,1,115,"incidence",5
45,1,115,"incidence",1
46,1,115,"incidence",2
47,1,115,"incidence",6
48,1,115,"incidence",1
49,1,115,"incidence",3
50,1,115,"incidence",2
51,1,115,"incidence",2
52,1,115,"incidence",2
53,1,115,"incidence",1
54,1,115,"incidence",2
55,1,115,"incidence",4
56,1,115,"incidence",2
57,1,115,"incidence",4
58,1,115,"incidence",1
59,1,115,"incidence",2
60,1,115,"incidence",0
61,1,115,"incidence",1
62,1,115,"incidence",2
63,1,115,"incidence",4
64,1,115,"incidence",2
65,1,115,"incidence",0
66,1,115,"incidence",0
67,1,115,"incidence",0
68,1,115,"incidence",0
69,1,115,"incidence",0
70,1,115,"incidence",1
71,1,115,"incidence",2
72,1,115,"incidence",1
73,1,115,"incidence",3
74,1,115,"incidence",2
75,1,115,"incidence",3
76,1,115,"incidence",1
77,1,115,"incidence",2
78,1,115,"incidence",5
79,1,115,"incidence",3
80,1,115,"incidence",2
1,1,116,"S",0.995
2,1,116,"S",0.994
3,1,116,"S",0.991
4,1,116,"S",0.991
5,1,116,"S",0.989
6,1,116,"S",0.989
7,1,116,"S",0.99
8,1,116,"S",0.989
9,1,116,"S",0.988
10,1,116,"S",0.987
11,1,116,"S",0.986
12,1,116,"S",0.984
13,1,116,"S",0.983
14,1,116,"S",0.982
15,1,116,"S",0.979
16,1,116,"S",0.974
17,1,116,"S",0.972
18,1,116,"S",0.966
19,1,116,"S",0.964
20,1,116,"S",0.957
21,1,116,"S",0.95
22,1,116,"S",0.945
23,1,116,"S",0.941
24,1,116,"S",0.929
25,1,116,"S",0.918
26,1,116,"S",0.904
27,1,116,"S",0.891
28,1,116,"S",0.869
29,1,116,"S",0.84
30,1,116,"S",0.819
31,1,116,"S",0.787
32,1,116,"S",0.756
33,1,116,"S",0.734
34,1,116,"S",0.707
35,1,116,"S",0.683
36,1,116,"S",0.644
37,1,116,"S",0.621
38,1,116,"S",0.588
39,1,116,"S",0.549
40,1,116,"S",0.513
41,1,116,"S",0.474
42,1,116,"S",0.439
43,1,116,"S",0.402
44,1,116,"S",0.378
45,1,116,"S",0.358
46,1,116,"S",0.335
47,1,116,"S",0.312
48,1,116,"S",0.301
49,1,116,"S",0.266
50,1,116,"S",0.248
51,1,116,"S",0.233
52,1,116,"S",0.219
53,1,116,"S",0.201
54,1,116,"S",0.197
55,1,116,"S",0.194
56,1,116,"S",0.195
57,1,116,"S",0.185
58,1,116,"S",0.165
59,1,116,"S",0.166
60,1,116,"S",0.176
61,1,116,"S",0.165
62,1,116,"S",0.159
63,1,116,"S",0.161
64,1,116,"S",0.16
65,1,116,"S",0.154
66,1,116,"S",0.152
67,1,116,"S",0.148
68,1,116,"S",0.154
69,1,116,"S",0.158
70,1,116,"S",0.151
71,1,116,"S",0.16
72,1,116,"S",0.16
73,1,116,"S",0.159
74,1,116,"S",0.153
75,1,116,"S",0.158
76,1,116,"S",0.155
77,1,116,"S",0.161
78,1,116,"S",0.162
79,1,116,"S",0.162
80,1,116,"S",0.16
1,1,116,"I",0.005
2,1,116,"I",0.005
3,1,116,"I",0.008
4,1,116,"I",0.008
5,1,116,"I",0.01
6,1,116,"I",0.008
7,1,116,"I",0.008
8,1,116,"I",0.009
9,1,116,"I",0.01
10,1,116,"I",0.011
11,1,116,"I",0.011
12,1,116,"I",0.013
13,1,116,"I",0.013
14,1,116,"I",0.015
15,1,116,"I",0.017
16,1,116,"I",0.021
17,1,116,"I",0.023
18,1,116,"I",0.029
19,1,116,"I",0.029
20,1,116,"I",0.035
21,1,116,"I",0.042
22,1,116,"I",0.046
23,1,116,"I",0.049
24,1,116,"I",0.06
25,1,116,"I",0.07
26,1,116,"I",0.078
27,1,116,"I",0.09
28,1,116,"I",0.114
29,1,116,"I",0.139
30,1,116,"I",0.16
31,1,116,"I",0.185
32,1,116,"I",0.208
33,1,116,"I",0.223
34,1,116,"I",0.246
35,1,116,"I",0.267
36,1,116,"I",0.296
37,1,116,"I",0.308
38,1,116,"I",0.332
39,1,116,"I",0.367
40,1,116,"I",0.4
41,1,116,"I",0.426
42,1,116,"I",0.453
43,1,116,"I",0.485
44,1,116,"I",0.504
45,1,116,"I",0.511
46,1,116,"I",0.525
47,1,116,"I",0.547
48,1,116,"I",0.559
49,1,116,"I",0.579
50,1,116,"I",0.588
51,1,116,"I",0.584
52,1,116,"I",0.599
53,1,116,"I",0.605
54,1,116,"I",0.592
55,1,116,"I",0.595
56,1,116,"I",0.598
57,1,116,"I",0.598
58,1,116,"I",0.599
59,1,116,"I",0.592
60,1,116,"I",0.587
61,1,116,"I",0.597
62,1,116,"I",0.599
63,1,116,"I",0.601
64,1,116,"I",0.609
65,1,116,"I",0.612
66,1,116,"I",0.611
67,1,116,"I",0.607
68,1,116,"I",0.601
69,1,116,"I",0.586
70,1,116,"I",0.589
71,1,116,"I",0.586
72,1,116,"I",0.583
73,1,116,"I",0.573
74,1,116,"I",0.576
75,1,116,"I",0.571
76,1,116,"I",0.58
77,1,116,"I",0.572
78,1,116,"I",0.569
79,1,116,"I",0.562
80,1,116,"I",0.56
1,1,116,"R",0
2,1,116,"R",0.001
3,1,116,"R",0.001
4,1,116,"R",0.001
5,1,116,"R",0.001
6,1,116,"R",0.003
7,1,116,"R",0.002
8,1,116,"R",0.002
9,1,116,"R",0.002
10,1,116,"R",0.002
11,1,116,"R",0.003
12,1,116,"R",0.003
13,1,116,"R",0.004
14,1,116,"R",0.003
15,1,116,"R",0.004
16,1,116,"R",0.005
17,1,116,"R",0.005
18,1,116,"R",0.005
19,1,116,"R",0.007
20,1,116,"R",0.008
21,1,116,"R",0.008
22,1,116,"R",0.009
23,1,116,"R",0.01
24,1,116,"R",0.011
25,1,116,"R",0.012
26,1,116,"R",0.018
27,1,116,"R",0.019
28,1,116,"R",0.017
29,1,116,"R",0.021
30,1,116,"R",0.021
31,1,116,"R",0.028
32,1,116,"R",0.036
33,1,116,"R",0.043
34,1,116,"R",0.047
35,1,116,"R",0.05
36,1,116,"R",0.06
37,1,116,"R",0.071
38,1,116,"R",0.08
39,1,116,"R",0.084
40,1,116,"R",0.087
41,1,116,"R",0.1
42,1,116,"R",0.108
43,1,116,"R",0.113
44,1,116,"R",0.118
45,1,116,"R",0.131
46,1,116,"R",0.14
47,1,116,"R",0.141
48,1,116,"R",0.14
49,1,116,"R",0.155
50,1,116,"R",0.164
51,1,116,"R",0.183
52,1,116,"R",0.182
53,1,116,"R",0.194
54,1,116,"R",0.211
55,1,116,"R",0.211
56,1,116,"R",0.207
57,1,116,"R",0.217
58,1,116,"R",0.236
59,1,116,"R",0.242
60,1,116,"R",0.237
61,1,116,"R",0.238
62,1,116,"R",0.242
63,1,116,"R",0.238
64,1,116,"R",0.231
65,1,116,"R",0.234
66,1,116,"R",0.237
67,1,116,"R",0.245
68,1,116,"R",0.245
69,1,116,"R",0.256
70,1,116,"R",0.26
71,1,116,"R",0.254
72,1,116,"R",0.257
73,1,116,"R",0.268
74,1,116,"R",0.271
75,1,116,"R",0.271
76,1,116,"R",0.265
77,1,116,"R",0.267
78,1,116,"R",0.269
79,1,116,"R",0.276
80,1,116,"R",0.28
1,1,116,"incidence",0
2,1,116,"incidence",0
3,1,116,"incidence",0
4,1,116,"incidence",0
5,1,116,"incidence",1
6,1,116,"incidence",0
7,1,116,"incidence",0
8,1,116,"incidence",0
9,1,116,"incidence",0
10,1,116,"incidence",1
11,1,116,"incidence",0
12,1,116,"incidence",1
13,1,116,"incidence",0
14,1,116,"incidence",0
15,1,116,"incidence",1
16,1,116,"incidence",0
17,1,116,"incidence",0
18,1,116,"incidence",0
19,1,116,"incidence",0
20,1,116,"incidence",2
21,1,116,"incidence",1
22,1,116,"incidence",1
23,1,116,"incidence",0
24,1,116,"incidence",1
25,1,116,"incidence",1
26,1,116,"incidence",2
27,1,116,"incidence",2
28,1,116,"incidence",1
29,1,116,"incidence",2
30,1,116,"incidence",0
31,1,116,"incidence",2
32,1,116,"incidence",1
33,1,116,"incidence",3
34,1,116,"incidence",3
35,1,116,"incidence",5
36,1,116,"incidence",2
37,1,116,"incidence",2
38,1,116,"incidence",1
39,1,116,"incidence",5
40,1,116,"incidence",2
41,1,116,"incidence",6
42,1,116,"incidence",4
43,1,116,"incidence",7
44,1,116,"incidence",3
45,1,116,"incidence",4
46,1,116,"incidence",4
47,1,116,"incidence",3
48,1,116,"incidence",5
49,1,116,"incidence",3
50,1,116,"incidence",2
51,1,116,"incidence",2
52,1,116,"incidence",7
53,1,116,"incidence",2
54,1,116,"incidence",1
55,1,116,"incidence",1
56,1,116,"incidence",4
57,1,116,"incidence",1
58,1,116,"incidence",3
59,1,116,"incidence",0
60,1,116,"incidence",0
61,1,116,"incidence",2
62,1,116,"incidence",0
63,1,116,"incidence",4
64,1,116,"incidence",1
65,1,116,"incidence",0
66,1,116,"incidence",4
67,1,116,"incidence",1
68,1,116,"incidence",2
69,1,116,"incidence",1
70,1,116,"incidence",2
71,1,116,"incidence",0
72,1,116,"incidence",0
73,1,116,"incidence",2
74,1,116,"incidence",2
75,1,116,"incidence",0
76,1,116,"incidence",3
77,1,116,"incidence",2
78,1,116,"incidence",1
79,1,116,"incidence",1
80,1,116,"incidence",0
1,1,117,"S",0.995
2,1,117,"S",0.995
3,1,117,"S",0.995
4,1,117,"S",0.993
5,1,117,"S",0.992
6,1,117,"S",0.989
7,1,117,"S",0.986
8,1,117,"S",0.985
9,1,117,"S",0.982
10,1,117,"S",0.977
11,1,117,"S",0.972
12,1,117,"S",0.969
13,1,117,"S",0.962
14,1,117,"S",0.954
15,1,117,"S",0.942
16,1,117,"S",0.935
17,1,117,"S",0.924
18,1,117,"S",0.917
19,1,117,"S",0.905
20,1,117,"S",0.892
21,1,117,"S",0.877
22,1,117,"S",0.858
23,1,117,"S",0.841
24,1,117,"S",0.82
25,1,117,"S",0.805
26,1,117,"S",0.78
27,1,117,"S",0.757
28,1,117,"S",0.731
29,1,117,"S",0.7
30,1,117,"S",0.676
31,1,117,"S",0.647
32,1,117,"S",0.609
33,1,117,"S",0.566
34,1,117,"S",0.525
35,1,117,"S",0.491
36,1,117,"S",0.456
37,1,117,"S",0.43
38,1,117,"S",0.399
39,1,117,"S",0.343
40,1,117,"S",0.319
41,1,117,"S",0.291
42,1,117,"S",0.271
43,1,117,"S",0.25
44,1,117,"S",0.226
45,1,117,"S",0.212
46,1,117,"S",0.207
47,1,117,"S",0.192
48,1,117,"S",0.183
49,1,117,"S",0.181
50,1,117,"S",0.184
51,1,117,"S",0.177
52,1,117,"S",0.164
53,1,117,"S",0.148
54,1,117,"S",0.15
55,1,117,"S",0.152
56,1,117,"S",0.148
57,1,117,"S",0.151
58,1,117,"S",0.143
59,1,117,"S",0.146
60,1,117,"S",0.148
61,1,117,"S",0.146
62,1,117,"S",0.148
63,1,117,"S",0.147
64,1,117,"S",0.147
65,1,117,"S",0.15
66,1,117,"S",0.153
67,1,117,"S",0.156
68,1,117,"S",0.157
69,1,117,"S",0.166
70,1,117,"S",0.169
71,1,117,"S",0.176
72,1,117,"S",0.179
73,1,117,"S",0.18
74,1,117,"S",0.186
75,1,117,"S",0.177
76,1,117,"S",0.174
77,1,117,"S",0.187
78,1,117,"S",0.175
79,1,117,"S",0.181
80,1,117,"S",0.188
1,1,117,"I",0.005
2,1,117,"I",0.005
3,1,117,"I",0.005
4,1,117,"I",0.007
5,1,117,"I",0.008
6,1,117,"I",0.011
7,1,117,"I",0.014
8,1,117,"I",0.014
9,1,117,"I",0.017
10,1,117,"I",0.022
11,1,117,"I",0.027
12,1,117,"I",0.03
13,1,117,"I",0.037
14,1,117,"I",0.045
15,1,117,"I",0.057
16,1,117,"I",0.063
17,1,117,"I",0.074
18,1,117,"I",0.079
19,1,117,"I",0.091
20,1,117,"I",0.104
21,1,117,"I",0.118
22,1,117,"I",0.133
23,1,117,"I",0.143
24,1,117,"I",0.16
25,1,117,"I",0.169
26,1,117,"I",0.189
27,1,117,"I",0.202
28,1,117,"I",0.226
29,1,117,"I",0.255
30,1,117,"I",0.274
31,1,117,"I",0.304
32,1,117,"I",0.336
33,1,117,"I",0.377
34,1,117,"I",0.407
35,1,117,"I",0.427
36,1,117,"I",0.453
37,1,117,"I",0.472
38,1,117,"I",0.493
39,1,117,"I",0.535
40,1,117,"I",0.55
41,1,117,"I",0.564
42,1,117,"I",0.573
43,1,117,"I",0.582
44,1,117,"I",0.601
45,1,117,"I",0.602
46,1,117,"I",0.594
47,1,117,"I",0.608
48,1,117,"I",0.613
49,1,117,"I",0.611
50,1,117,"I",0.61
51,1,117,"I",0.611
52,1,117,"I",0.615
53,1,117,"I",0.628
54,1,117,"I",0.62
55,1,117,"I",0.611
56,1,117,"I",0.609
57,1,117,"I",0.61
58,1,117,"I",0.607
59,1,117,"I",0.601
60,1,117,"I",0.598
61,1,117,"I",0.597
62,1,117,"I",0.592
63,1,117,"I",0.587
64,1,117,"I",0.58
65,1,117,"I",0.572
66,1,117,"I",0.567
67,1,117,"I",0.566
68,1,117,"I",0.562
69,1,117,"I",0.549
70,1,117,"I",0.545
71,1,117,"I",0.536
72,1,117,"I",0.542
73,1,117,"I",0.543
74,1,117,"I",0.542
75,1,117,"I",0.558
76,1,117,"I",0.555
77,1,117,"I",0.55
78,1,117,"I",0.552
79,1,117,"I",0.552
80,1,117,"I",0.552
1,1,117,"R",0
2,1,117,"R",0
3,1,117,"R",0
4,1,117,"R",0
5,1,117,"R",0
6,1,117,"R",0
7,1,117,"R",0
8,1,117,"R",0.001
9,1,117,"R",0.001
10,1,117,"R",0.001
11,1,117,"R",0.001
12,1,117,"R",0.001
13,1,117,"R",0.001
14,1,117,"R",0.001
15,1,117,"R",0.001
16,1,117,"R",0.002
17,1,117,"R",0.002
18,1,117,"R",0.004
19,1,117,"R",0.004
20,1,117,"R",0.004
21,1,117,"R",0.005
22,1,117,"R",0.009
23,1,117,"R",0.016
24,1,117,"R",0.02
25,1,117,"R",0.026
26,1,117,"R",0.031
27,1,117,"R",0.041
28,1,117,"R",0.043
29,1,117,"R",0.045
30,1,117,"R",0.05
31,1,117,"R",0.049
32,1,117,"R",0.055
33,1,117,"R",0.057
34,1,117,"R",0.068
35,1,117,"R",0.082
36,1,117,"R",0.091
37,1,117,"R",0.098
38,1,117,"R",0.108
39,1,117,"R",0.122
40,1,117,"R",0.131
41,1,117,"R",0.145
42,1,117,"R",0.156
43,1,117,"R",0.168
44,1,117,"R",0.173
45,1,117,"R",0.186
46,1,117,"R",0.199
47,1,117,"R",0.2
48,1,117,"R",0.204
49,1,117,"R",0.208
50,1,117,"R",0.206
51,1,117,"R",0.212
52,1,117,"R",0.221
53,1,117,"R",0.224
54,1,117,"R",0.23
55,1,117,"R",0.237
56,1,117,"R",0.243
57,1,117,"R",0.239
58,1,117,"R",0.25
59,1,117,"R",0.253
60,1,117,"R",0.254
61,1,117,"R",0.257
62,1,117,"R",0.26
63,1,117,"R",0.266
64,1,117,"R",0.273
65,1,117,"R",0.278
66,1,117,"R",0.28
67,1,117,"R",0.278
68,1,117,"R",0.281
69,1,117,"R",0.285
70,1,117,"R",0.286
71,1,117,"R",0.288
72,1,117,"R",0.279
73,1,117,"R",0.277
74,1,117,"R",0.272
75,1,117,"R",0.265
76,1,117,"R",0.271
77,1,117,"R",0.263
78,1,117,"R",0.273
79,1,117,"R",0.267
80,1,117,"R",0.26
1,1,117,"incidence",0
2,1,117,"incidence",0
3,1,117,"incidence",0
4,1,117,"incidence",0
5,1,117,"incidence",1
6,1,117,"incidence",1
7,1,117,"incidence",0
8,1,117,"incidence",0
9,1,117,"incidence",1
10,1,117,"incidence",1
11,1,117,"incidence",0
12,1,117,"incidence",0
13,1,117,"incidence",0
14,1,117,"incidence",1
15,1,117,"incidence",3
16,1,117,"incidence",2
17,1,117,"incidence",1
18,1,117,"incidence",0
19,1,117,"incidence",0
20,1,117,"incidence",2
21,1,117,"incidence",1
22,1,117,"incidence",2
23,1,117,"incidence",2
24,1,117,"incidence",1
25,1,117,"incidence",3
26,1,117,"incidence",3
27,1,117,"incidence",0
28,1,117,"incidence",0
29,1,117,"incidence",3
30,1,117,"incidence",6
31,1,117,"incidence",5
32,1,117,"incidence",5
33,1,117,"incidence",2
34,1,117,"incidence",5
35,1,117,"incidence",4
36,1,117,"incidence",2
37,1,117,"incidence",2
38,1,117,"incidence",2
39,1,117,"incidence",7
40,1,117,"incidence",2
41,1,117,"incidence",5
42,1,117,"incidence",3
43,1,117,"incidence",6
44,1,117,"incidence",4
45,1,117,"incidence",1
46,1,117,"incidence",2
47,1,117,"incidence",1
48,1,117,"incidence",1
49,1,117,"incidence",1
50,1,117,"incidence",5
51,1,117,"incidence",3
52,1,117,"incidence",5
53,1,117,"incidence",4
54,1,117,"incidence",1
55,1,117,"incidence",0
56,1,117,"incidence",2
57,1,117,"incidence",1
58,1,117,"incidence",2
59,1,117,"incidence",0
60,1,117,"incidence",2
61,1,117,"incidence",3
62,1,117,"incidence",4
63,1,117,"incidence",1
64,1,117,"incidence",0
65,1,117,"incidence",1
66,1,117,"incidence",1
67,1,117,"incidence",2
68,1,117,"incidence",1
69,1,117,"incidence",2
70,1,117,"incidence",1
71,1,117,"incidence",2
72,1,117,"incidence",1
73,1,117,"incidence",1
74,1,117,"incidence",1
75,1,117,"incidence",3
76,1,117,"incidence",4
77,1,117,"incidence",1
78,1,117,"incidence",3
79,1,117,"incidence",3
80,1,117,"incidence",1
1,1,118,"S",0.995
2,1,118,"S",0.995
3,1,118,"S",0.992
4,1,118,"S",0.992
5,1,118,"S",0.988
6,1,118,"S",0.985
7,1,118,"S",0.983
8,1,118,"S",0.982
9,1,118,"S",0.978
10,1,118,"S",0.975
11,1,118,"S",0.972
12,1,118,"S",0.965
13,1,118,"S",0.962
14,1,118,"S",0.953
15,1,118,"S",0.947
16,1,118,"S",0.937
17,1,118,"S",0.927
