"time","group","sim","state","value"
65,1,35,"R",0.211
66,1,35,"R",0.216
67,1,35,"R",0.22
68,1,35,"R",0.21
69,1,35,"R",0.206
70,1,35,"R",0.21
71,1,35,"R",0.215
72,1,35,"R",0.215
73,1,35,"R",0.216
74,1,35,"R",0.221
75,1,35,"R",0.227
76,1,35,"R",0.229
77,1,35,"R",0.235
78,1,35,"R",0.256
79,1,35,"R",0.245
80,1,35,"R",0.247
1,1,35,"incidence",0
2,1,35,"incidence",0
3,1,35,"incidence",0
4,1,35,"incidence",0
5,1,35,"incidence",0
6,1,35,"incidence",1
7,1,35,"incidence",1
8,1,35,"incidence",0
9,1,35,"incidence",0
10,1,35,"incidence",0
11,1,35,"incidence",0
12,1,35,"incidence",0
13,1,35,"incidence",0
14,1,35,"incidence",0
15,1,35,"incidence",0
16,1,35,"incidence",0
17,1,35,"incidence",0
18,1,35,"incidence",0
19,1,35,"incidence",0
20,1,35,"incidence",0
21,1,35,"incidence",0
22,1,35,"incidence",0
23,1,35,"incidence",1
24,1,35,"incidence",3
25,1,35,"incidence",2
26,1,35,"incidence",2
27,1,35,"incidence",0
28,1,35,"incidence",3
29,1,35,"incidence",0
30,1,35,"incidence",2
31,1,35,"incidence",0
32,1,35,"incidence",4
33,1,35,"incidence",2
34,1,35,"incidence",5
35,1,35,"incidence",2
36,1,35,"incidence",4
37,1,35,"incidence",3
38,1,35,"incidence",6
39,1,35,"incidence",8
40,1,35,"incidence",5
41,1,35,"incidence",7
42,1,35,"incidence",5
43,1,35,"incidence",3
44,1,35,"incidence",3
45,1,35,"incidence",4
46,1,35,"incidence",4
47,1,35,"incidence",2
48,1,35,"incidence",3
49,1,35,"incidence",5
50,1,35,"incidence",3
51,1,35,"incidence",2
52,1,35,"incidence",2
53,1,35,"incidence",3
54,1,35,"incidence",5
55,1,35,"incidence",1
56,1,35,"incidence",2
57,1,35,"incidence",5
58,1,35,"incidence",1
59,1,35,"incidence",4
60,1,35,"incidence",1
61,1,35,"incidence",2
62,1,35,"incidence",2
63,1,35,"incidence",2
64,1,35,"incidence",5
65,1,35,"incidence",1
66,1,35,"incidence",0
67,1,35,"incidence",3
68,1,35,"incidence",1
69,1,35,"incidence",1
70,1,35,"incidence",1
71,1,35,"incidence",3
72,1,35,"incidence",4
73,1,35,"incidence",3
74,1,35,"incidence",1
75,1,35,"incidence",2
76,1,35,"incidence",1
77,1,35,"incidence",1
78,1,35,"incidence",1
79,1,35,"incidence",4
80,1,35,"incidence",2
1,1,36,"S",0.995
2,1,36,"S",0.993
3,1,36,"S",0.991
4,1,36,"S",0.99
5,1,36,"S",0.989
6,1,36,"S",0.986
7,1,36,"S",0.984
8,1,36,"S",0.98
9,1,36,"S",0.976
10,1,36,"S",0.974
11,1,36,"S",0.973
12,1,36,"S",0.971
13,1,36,"S",0.968
14,1,36,"S",0.967
15,1,36,"S",0.965
16,1,36,"S",0.962
17,1,36,"S",0.962
18,1,36,"S",0.956
19,1,36,"S",0.949
20,1,36,"S",0.945
21,1,36,"S",0.935
22,1,36,"S",0.922
23,1,36,"S",0.911
24,1,36,"S",0.889
25,1,36,"S",0.876
26,1,36,"S",0.854
27,1,36,"S",0.822
28,1,36,"S",0.803
29,1,36,"S",0.781
30,1,36,"S",0.755
31,1,36,"S",0.72
32,1,36,"S",0.683
33,1,36,"S",0.651
34,1,36,"S",0.61
35,1,36,"S",0.57
36,1,36,"S",0.531
37,1,36,"S",0.488
38,1,36,"S",0.457
39,1,36,"S",0.415
40,1,36,"S",0.378
41,1,36,"S",0.35
42,1,36,"S",0.328
43,1,36,"S",0.29
44,1,36,"S",0.264
45,1,36,"S",0.25
46,1,36,"S",0.219
47,1,36,"S",0.203
48,1,36,"S",0.192
49,1,36,"S",0.179
50,1,36,"S",0.166
51,1,36,"S",0.164
52,1,36,"S",0.15
53,1,36,"S",0.15
54,1,36,"S",0.149
55,1,36,"S",0.153
56,1,36,"S",0.152
57,1,36,"S",0.16
58,1,36,"S",0.161
59,1,36,"S",0.159
60,1,36,"S",0.151
61,1,36,"S",0.158
62,1,36,"S",0.166
63,1,36,"S",0.17
64,1,36,"S",0.17
65,1,36,"S",0.168
66,1,36,"S",0.171
67,1,36,"S",0.178
68,1,36,"S",0.179
69,1,36,"S",0.188
70,1,36,"S",0.189
71,1,36,"S",0.181
72,1,36,"S",0.18
73,1,36,"S",0.182
74,1,36,"S",0.18
75,1,36,"S",0.171
76,1,36,"S",0.176
77,1,36,"S",0.181
78,1,36,"S",0.189
79,1,36,"S",0.185
80,1,36,"S",0.183
1,1,36,"I",0.005
2,1,36,"I",0.007
3,1,36,"I",0.009
4,1,36,"I",0.01
5,1,36,"I",0.011
6,1,36,"I",0.013
7,1,36,"I",0.013
8,1,36,"I",0.017
9,1,36,"I",0.018
10,1,36,"I",0.02
11,1,36,"I",0.021
12,1,36,"I",0.022
13,1,36,"I",0.024
14,1,36,"I",0.025
15,1,36,"I",0.028
16,1,36,"I",0.031
17,1,36,"I",0.03
18,1,36,"I",0.034
19,1,36,"I",0.04
20,1,36,"I",0.044
21,1,36,"I",0.054
22,1,36,"I",0.067
23,1,36,"I",0.077
24,1,36,"I",0.095
25,1,36,"I",0.107
26,1,36,"I",0.128
27,1,36,"I",0.158
28,1,36,"I",0.179
29,1,36,"I",0.202
30,1,36,"I",0.224
31,1,36,"I",0.253
32,1,36,"I",0.276
33,1,36,"I",0.303
34,1,36,"I",0.34
35,1,36,"I",0.371
36,1,36,"I",0.401
37,1,36,"I",0.438
38,1,36,"I",0.463
39,1,36,"I",0.492
40,1,36,"I",0.519
41,1,36,"I",0.539
42,1,36,"I",0.56
43,1,36,"I",0.586
44,1,36,"I",0.598
45,1,36,"I",0.606
46,1,36,"I",0.623
47,1,36,"I",0.628
48,1,36,"I",0.617
49,1,36,"I",0.617
50,1,36,"I",0.616
51,1,36,"I",0.62
52,1,36,"I",0.625
53,1,36,"I",0.622
54,1,36,"I",0.622
55,1,36,"I",0.626
56,1,36,"I",0.613
57,1,36,"I",0.589
58,1,36,"I",0.586
59,1,36,"I",0.581
60,1,36,"I",0.588
61,1,36,"I",0.58
62,1,36,"I",0.57
63,1,36,"I",0.568
64,1,36,"I",0.57
65,1,36,"I",0.566
66,1,36,"I",0.573
67,1,36,"I",0.568
68,1,36,"I",0.567
69,1,36,"I",0.556
70,1,36,"I",0.558
71,1,36,"I",0.561
72,1,36,"I",0.567
73,1,36,"I",0.562
74,1,36,"I",0.569
75,1,36,"I",0.564
76,1,36,"I",0.563
77,1,36,"I",0.561
78,1,36,"I",0.564
79,1,36,"I",0.562
80,1,36,"I",0.555
1,1,36,"R",0
2,1,36,"R",0
3,1,36,"R",0
4,1,36,"R",0
5,1,36,"R",0
6,1,36,"R",0.001
7,1,36,"R",0.003
8,1,36,"R",0.003
9,1,36,"R",0.006
10,1,36,"R",0.006
11,1,36,"R",0.006
12,1,36,"R",0.007
13,1,36,"R",0.008
14,1,36,"R",0.008
15,1,36,"R",0.007
16,1,36,"R",0.007
17,1,36,"R",0.008
18,1,36,"R",0.01
19,1,36,"R",0.011
20,1,36,"R",0.011
21,1,36,"R",0.011
22,1,36,"R",0.011
23,1,36,"R",0.012
24,1,36,"R",0.016
25,1,36,"R",0.017
26,1,36,"R",0.018
27,1,36,"R",0.02
28,1,36,"R",0.018
29,1,36,"R",0.017
30,1,36,"R",0.021
31,1,36,"R",0.027
32,1,36,"R",0.041
33,1,36,"R",0.046
34,1,36,"R",0.05
35,1,36,"R",0.059
36,1,36,"R",0.068
37,1,36,"R",0.074
38,1,36,"R",0.08
39,1,36,"R",0.093
40,1,36,"R",0.103
41,1,36,"R",0.111
42,1,36,"R",0.112
43,1,36,"R",0.124
44,1,36,"R",0.138
45,1,36,"R",0.144
46,1,36,"R",0.158
47,1,36,"R",0.169
48,1,36,"R",0.191
49,1,36,"R",0.204
50,1,36,"R",0.218
51,1,36,"R",0.216
52,1,36,"R",0.225
53,1,36,"R",0.228
54,1,36,"R",0.229
55,1,36,"R",0.221
56,1,36,"R",0.235
57,1,36,"R",0.251
58,1,36,"R",0.253
59,1,36,"R",0.26
60,1,36,"R",0.261
61,1,36,"R",0.262
62,1,36,"R",0.264
63,1,36,"R",0.262
64,1,36,"R",0.26
65,1,36,"R",0.266
66,1,36,"R",0.256
67,1,36,"R",0.254
68,1,36,"R",0.254
69,1,36,"R",0.256
70,1,36,"R",0.253
71,1,36,"R",0.258
72,1,36,"R",0.253
73,1,36,"R",0.256
74,1,36,"R",0.251
75,1,36,"R",0.265
76,1,36,"R",0.261
77,1,36,"R",0.258
78,1,36,"R",0.247
79,1,36,"R",0.253
80,1,36,"R",0.262
1,1,36,"incidence",0
2,1,36,"incidence",0
3,1,36,"incidence",0
4,1,36,"incidence",0
5,1,36,"incidence",0
6,1,36,"incidence",0
7,1,36,"incidence",0
8,1,36,"incidence",1
9,1,36,"incidence",0
10,1,36,"incidence",0
11,1,36,"incidence",0
12,1,36,"incidence",0
13,1,36,"incidence",0
14,1,36,"incidence",0
15,1,36,"incidence",0
16,1,36,"incidence",0
17,1,36,"incidence",0
18,1,36,"incidence",1
19,1,36,"incidence",1
20,1,36,"incidence",1
21,1,36,"incidence",0
22,1,36,"incidence",1
23,1,36,"incidence",3
24,1,36,"incidence",1
25,1,36,"incidence",0
26,1,36,"incidence",2
27,1,36,"incidence",7
28,1,36,"incidence",2
29,1,36,"incidence",0
30,1,36,"incidence",5
31,1,36,"incidence",4
32,1,36,"incidence",5
33,1,36,"incidence",1
34,1,36,"incidence",8
35,1,36,"incidence",5
36,1,36,"incidence",4
37,1,36,"incidence",4
38,1,36,"incidence",4
39,1,36,"incidence",6
40,1,36,"incidence",6
41,1,36,"incidence",4
42,1,36,"incidence",2
43,1,36,"incidence",5
44,1,36,"incidence",2
45,1,36,"incidence",3
46,1,36,"incidence",3
47,1,36,"incidence",2
48,1,36,"incidence",6
49,1,36,"incidence",1
50,1,36,"incidence",0
51,1,36,"incidence",1
52,1,36,"incidence",3
53,1,36,"incidence",1
54,1,36,"incidence",3
55,1,36,"incidence",0
56,1,36,"incidence",1
57,1,36,"incidence",1
58,1,36,"incidence",2
59,1,36,"incidence",2
60,1,36,"incidence",0
61,1,36,"incidence",0
62,1,36,"incidence",3
63,1,36,"incidence",3
64,1,36,"incidence",3
65,1,36,"incidence",3
66,1,36,"incidence",3
67,1,36,"incidence",2
68,1,36,"incidence",2
69,1,36,"incidence",1
70,1,36,"incidence",4
71,1,36,"incidence",1
72,1,36,"incidence",0
73,1,36,"incidence",1
74,1,36,"incidence",4
75,1,36,"incidence",4
76,1,36,"incidence",5
77,1,36,"incidence",1
78,1,36,"incidence",1
79,1,36,"incidence",1
80,1,36,"incidence",2
1,1,37,"S",0.995
2,1,37,"S",0.995
3,1,37,"S",0.994
4,1,37,"S",0.993
5,1,37,"S",0.989
6,1,37,"S",0.986
7,1,37,"S",0.983
8,1,37,"S",0.98
9,1,37,"S",0.979
10,1,37,"S",0.977
11,1,37,"S",0.974
12,1,37,"S",0.967
13,1,37,"S",0.962
14,1,37,"S",0.957
15,1,37,"S",0.955
16,1,37,"S",0.948
17,1,37,"S",0.938
18,1,37,"S",0.929
19,1,37,"S",0.912
20,1,37,"S",0.892
21,1,37,"S",0.872
22,1,37,"S",0.856
23,1,37,"S",0.834
24,1,37,"S",0.809
25,1,37,"S",0.783
26,1,37,"S",0.757
27,1,37,"S",0.724
28,1,37,"S",0.687
29,1,37,"S",0.656
30,1,37,"S",0.63
31,1,37,"S",0.592
32,1,37,"S",0.552
33,1,37,"S",0.526
34,1,37,"S",0.497
35,1,37,"S",0.461
36,1,37,"S",0.419
37,1,37,"S",0.379
38,1,37,"S",0.347
39,1,37,"S",0.329
40,1,37,"S",0.314
41,1,37,"S",0.276
42,1,37,"S",0.252
43,1,37,"S",0.243
44,1,37,"S",0.236
45,1,37,"S",0.212
46,1,37,"S",0.201
47,1,37,"S",0.183
48,1,37,"S",0.181
49,1,37,"S",0.174
50,1,37,"S",0.166
51,1,37,"S",0.16
52,1,37,"S",0.151
53,1,37,"S",0.146
54,1,37,"S",0.139
55,1,37,"S",0.132
56,1,37,"S",0.13
57,1,37,"S",0.136
58,1,37,"S",0.139
59,1,37,"S",0.144
60,1,37,"S",0.139
61,1,37,"S",0.146
62,1,37,"S",0.154
63,1,37,"S",0.162
64,1,37,"S",0.167
65,1,37,"S",0.168
66,1,37,"S",0.175
67,1,37,"S",0.169
68,1,37,"S",0.168
69,1,37,"S",0.18
70,1,37,"S",0.169
71,1,37,"S",0.175
72,1,37,"S",0.18
73,1,37,"S",0.184
74,1,37,"S",0.169
75,1,37,"S",0.172
76,1,37,"S",0.168
77,1,37,"S",0.162
78,1,37,"S",0.157
79,1,37,"S",0.162
80,1,37,"S",0.171
1,1,37,"I",0.005
2,1,37,"I",0.005
3,1,37,"I",0.006
4,1,37,"I",0.007
5,1,37,"I",0.011
6,1,37,"I",0.014
7,1,37,"I",0.017
8,1,37,"I",0.02
9,1,37,"I",0.021
10,1,37,"I",0.022
11,1,37,"I",0.025
12,1,37,"I",0.031
13,1,37,"I",0.036
14,1,37,"I",0.041
15,1,37,"I",0.041
16,1,37,"I",0.048
17,1,37,"I",0.057
18,1,37,"I",0.066
19,1,37,"I",0.081
20,1,37,"I",0.099
21,1,37,"I",0.117
22,1,37,"I",0.131
23,1,37,"I",0.152
24,1,37,"I",0.174
25,1,37,"I",0.192
26,1,37,"I",0.216
27,1,37,"I",0.243
28,1,37,"I",0.269
29,1,37,"I",0.295
30,1,37,"I",0.317
31,1,37,"I",0.352
32,1,37,"I",0.386
33,1,37,"I",0.407
34,1,37,"I",0.43
35,1,37,"I",0.455
36,1,37,"I",0.489
37,1,37,"I",0.511
38,1,37,"I",0.537
39,1,37,"I",0.545
40,1,37,"I",0.561
41,1,37,"I",0.588
42,1,37,"I",0.608
43,1,37,"I",0.61
44,1,37,"I",0.613
45,1,37,"I",0.626
46,1,37,"I",0.629
47,1,37,"I",0.639
48,1,37,"I",0.635
49,1,37,"I",0.641
50,1,37,"I",0.646
51,1,37,"I",0.645
52,1,37,"I",0.645
53,1,37,"I",0.64
54,1,37,"I",0.646
55,1,37,"I",0.649
56,1,37,"I",0.639
57,1,37,"I",0.64
58,1,37,"I",0.63
59,1,37,"I",0.616
60,1,37,"I",0.615
61,1,37,"I",0.615
62,1,37,"I",0.608
63,1,37,"I",0.6
64,1,37,"I",0.594
65,1,37,"I",0.593
66,1,37,"I",0.575
67,1,37,"I",0.573
68,1,37,"I",0.572
69,1,37,"I",0.572
70,1,37,"I",0.579
71,1,37,"I",0.578
72,1,37,"I",0.579
73,1,37,"I",0.58
74,1,37,"I",0.581
75,1,37,"I",0.581
76,1,37,"I",0.578
77,1,37,"I",0.584
78,1,37,"I",0.584
79,1,37,"I",0.584
80,1,37,"I",0.578
1,1,37,"R",0
2,1,37,"R",0
3,1,37,"R",0
4,1,37,"R",0
5,1,37,"R",0
6,1,37,"R",0
7,1,37,"R",0
8,1,37,"R",0
9,1,37,"R",0
10,1,37,"R",0.001
11,1,37,"R",0.001
12,1,37,"R",0.002
13,1,37,"R",0.002
14,1,37,"R",0.002
15,1,37,"R",0.004
16,1,37,"R",0.004
17,1,37,"R",0.005
18,1,37,"R",0.005
19,1,37,"R",0.007
20,1,37,"R",0.009
21,1,37,"R",0.011
22,1,37,"R",0.013
23,1,37,"R",0.014
24,1,37,"R",0.017
25,1,37,"R",0.025
26,1,37,"R",0.027
27,1,37,"R",0.033
28,1,37,"R",0.044
29,1,37,"R",0.049
30,1,37,"R",0.053
31,1,37,"R",0.056
32,1,37,"R",0.062
33,1,37,"R",0.067
34,1,37,"R",0.073
35,1,37,"R",0.084
36,1,37,"R",0.092
37,1,37,"R",0.11
38,1,37,"R",0.116
39,1,37,"R",0.126
40,1,37,"R",0.125
41,1,37,"R",0.136
42,1,37,"R",0.14
43,1,37,"R",0.147
44,1,37,"R",0.151
45,1,37,"R",0.162
46,1,37,"R",0.17
47,1,37,"R",0.178
48,1,37,"R",0.184
49,1,37,"R",0.185
50,1,37,"R",0.188
51,1,37,"R",0.195
52,1,37,"R",0.204
53,1,37,"R",0.214
54,1,37,"R",0.215
55,1,37,"R",0.219
56,1,37,"R",0.231
57,1,37,"R",0.224
58,1,37,"R",0.231
59,1,37,"R",0.24
60,1,37,"R",0.246
61,1,37,"R",0.239
62,1,37,"R",0.238
63,1,37,"R",0.238
64,1,37,"R",0.239
65,1,37,"R",0.239
66,1,37,"R",0.25
67,1,37,"R",0.258
68,1,37,"R",0.26
69,1,37,"R",0.248
70,1,37,"R",0.252
71,1,37,"R",0.247
72,1,37,"R",0.241
73,1,37,"R",0.236
74,1,37,"R",0.25
75,1,37,"R",0.247
76,1,37,"R",0.254
77,1,37,"R",0.254
78,1,37,"R",0.259
79,1,37,"R",0.254
80,1,37,"R",0.251
1,1,37,"incidence",0
2,1,37,"incidence",0
3,1,37,"incidence",0
4,1,37,"incidence",0
5,1,37,"incidence",1
6,1,37,"incidence",0
7,1,37,"incidence",1
8,1,37,"incidence",2
9,1,37,"incidence",0
10,1,37,"incidence",1
11,1,37,"incidence",0
12,1,37,"incidence",1
13,1,37,"incidence",0
14,1,37,"incidence",0
15,1,37,"incidence",0
16,1,37,"incidence",0
17,1,37,"incidence",0
18,1,37,"incidence",1
19,1,37,"incidence",0
20,1,37,"incidence",3
21,1,37,"incidence",2
22,1,37,"incidence",1
23,1,37,"incidence",1
24,1,37,"incidence",2
25,1,37,"incidence",3
26,1,37,"incidence",4
27,1,37,"incidence",4
28,1,37,"incidence",2
29,1,37,"incidence",2
30,1,37,"incidence",4
31,1,37,"incidence",7
32,1,37,"incidence",3
33,1,37,"incidence",0
34,1,37,"incidence",6
35,1,37,"incidence",3
36,1,37,"incidence",5
37,1,37,"incidence",5
38,1,37,"incidence",3
39,1,37,"incidence",2
40,1,37,"incidence",2
41,1,37,"incidence",5
42,1,37,"incidence",2
43,1,37,"incidence",1
44,1,37,"incidence",3
45,1,37,"incidence",2
46,1,37,"incidence",4
47,1,37,"incidence",3
48,1,37,"incidence",1
49,1,37,"incidence",3
50,1,37,"incidence",2
51,1,37,"incidence",1
52,1,37,"incidence",2
53,1,37,"incidence",2
54,1,37,"incidence",1
55,1,37,"incidence",0
56,1,37,"incidence",6
57,1,37,"incidence",3
58,1,37,"incidence",1
59,1,37,"incidence",2
60,1,37,"incidence",1
61,1,37,"incidence",4
62,1,37,"incidence",1
63,1,37,"incidence",2
64,1,37,"incidence",1
65,1,37,"incidence",3
66,1,37,"incidence",3
67,1,37,"incidence",3
68,1,37,"incidence",1
69,1,37,"incidence",0
70,1,37,"incidence",2
71,1,37,"incidence",3
72,1,37,"incidence",1
73,1,37,"incidence",1
74,1,37,"incidence",2
75,1,37,"incidence",2
76,1,37,"incidence",1
77,1,37,"incidence",4
78,1,37,"incidence",1
79,1,37,"incidence",2
80,1,37,"incidence",2
1,1,38,"S",0.995
2,1,38,"S",0.995
3,1,38,"S",0.995
4,1,38,"S",0.995
5,1,38,"S",0.995
6,1,38,"S",0.994
7,1,38,"S",0.992
8,1,38,"S",0.989
9,1,38,"S",0.989
10,1,38,"S",0.989
11,1,38,"S",0.989
12,1,38,"S",0.989
13,1,38,"S",0.987
14,1,38,"S",0.986
15,1,38,"S",0.985
16,1,38,"S",0.984
17,1,38,"S",0.982
18,1,38,"S",0.98
19,1,38,"S",0.978
20,1,38,"S",0.974
21,1,38,"S",0.971
22,1,38,"S",0.966
23,1,38,"S",0.956
24,1,38,"S",0.95
25,1,38,"S",0.941
26,1,38,"S",0.933
27,1,38,"S",0.925
28,1,38,"S",0.912
29,1,38,"S",0.899
30,1,38,"S",0.888
31,1,38,"S",0.87
32,1,38,"S",0.845
33,1,38,"S",0.831
34,1,38,"S",0.807
35,1,38,"S",0.784
36,1,38,"S",0.754
37,1,38,"S",0.727
38,1,38,"S",0.698
39,1,38,"S",0.661
40,1,38,"S",0.608
41,1,38,"S",0.566
42,1,38,"S",0.531
43,1,38,"S",0.497
44,1,38,"S",0.463
45,1,38,"S",0.43
46,1,38,"S",0.388
47,1,38,"S",0.358
48,1,38,"S",0.332
49,1,38,"S",0.316
50,1,38,"S",0.288
51,1,38,"S",0.277
52,1,38,"S",0.25
53,1,38,"S",0.23
54,1,38,"S",0.207
55,1,38,"S",0.202
56,1,38,"S",0.196
57,1,38,"S",0.194
58,1,38,"S",0.188
59,1,38,"S",0.175
60,1,38,"S",0.168
61,1,38,"S",0.167
62,1,38,"S",0.172
63,1,38,"S",0.164
64,1,38,"S",0.162
65,1,38,"S",0.164
66,1,38,"S",0.167
67,1,38,"S",0.169
68,1,38,"S",0.17
69,1,38,"S",0.168
70,1,38,"S",0.17
71,1,38,"S",0.161
72,1,38,"S",0.156
73,1,38,"S",0.164
74,1,38,"S",0.161
75,1,38,"S",0.159
76,1,38,"S",0.157
77,1,38,"S",0.159
78,1,38,"S",0.161
79,1,38,"S",0.154
80,1,38,"S",0.156
1,1,38,"I",0.005
2,1,38,"I",0.004
3,1,38,"I",0.004
4,1,38,"I",0.004
5,1,38,"I",0.004
6,1,38,"I",0.005
7,1,38,"I",0.007
8,1,38,"I",0.01
9,1,38,"I",0.01
10,1,38,"I",0.01
11,1,38,"I",0.01
12,1,38,"I",0.009
13,1,38,"I",0.011
14,1,38,"I",0.012
15,1,38,"I",0.012
16,1,38,"I",0.013
17,1,38,"I",0.014
18,1,38,"I",0.016
19,1,38,"I",0.018
20,1,38,"I",0.022
21,1,38,"I",0.025
22,1,38,"I",0.03
23,1,38,"I",0.039
24,1,38,"I",0.045
25,1,38,"I",0.05
26,1,38,"I",0.056
27,1,38,"I",0.062
28,1,38,"I",0.073
29,1,38,"I",0.083
30,1,38,"I",0.094
31,1,38,"I",0.111
32,1,38,"I",0.134
33,1,38,"I",0.145
34,1,38,"I",0.16
35,1,38,"I",0.178
36,1,38,"I",0.203
37,1,38,"I",0.226
38,1,38,"I",0.252
39,1,38,"I",0.286
40,1,38,"I",0.337
41,1,38,"I",0.366
42,1,38,"I",0.392
43,1,38,"I",0.423
44,1,38,"I",0.441
45,1,38,"I",0.474
46,1,38,"I",0.504
47,1,38,"I",0.516
48,1,38,"I",0.524
49,1,38,"I",0.538
50,1,38,"I",0.552
51,1,38,"I",0.556
52,1,38,"I",0.572
53,1,38,"I",0.586
54,1,38,"I",0.598
55,1,38,"I",0.601
56,1,38,"I",0.603
57,1,38,"I",0.6
58,1,38,"I",0.603
59,1,38,"I",0.606
60,1,38,"I",0.6
61,1,38,"I",0.597
62,1,38,"I",0.601
63,1,38,"I",0.604
64,1,38,"I",0.601
65,1,38,"I",0.602
66,1,38,"I",0.592
67,1,38,"I",0.581
68,1,38,"I",0.581
69,1,38,"I",0.589
70,1,38,"I",0.593
71,1,38,"I",0.595
72,1,38,"I",0.601
73,1,38,"I",0.601
74,1,38,"I",0.594
75,1,38,"I",0.6
76,1,38,"I",0.603
77,1,38,"I",0.588
78,1,38,"I",0.58
79,1,38,"I",0.581
80,1,38,"I",0.574
1,1,38,"R",0
2,1,38,"R",0.001
3,1,38,"R",0.001
4,1,38,"R",0.001
5,1,38,"R",0.001
6,1,38,"R",0.001
7,1,38,"R",0.001
8,1,38,"R",0.001
9,1,38,"R",0.001
10,1,38,"R",0.001
11,1,38,"R",0.001
12,1,38,"R",0.002
13,1,38,"R",0.002
14,1,38,"R",0.002
15,1,38,"R",0.003
16,1,38,"R",0.003
17,1,38,"R",0.004
18,1,38,"R",0.004
19,1,38,"R",0.004
20,1,38,"R",0.004
21,1,38,"R",0.004
22,1,38,"R",0.004
23,1,38,"R",0.005
24,1,38,"R",0.005
25,1,38,"R",0.009
26,1,38,"R",0.011
27,1,38,"R",0.013
28,1,38,"R",0.015
29,1,38,"R",0.018
30,1,38,"R",0.018
31,1,38,"R",0.019
32,1,38,"R",0.021
33,1,38,"R",0.024
34,1,38,"R",0.033
35,1,38,"R",0.038
36,1,38,"R",0.043
37,1,38,"R",0.047
38,1,38,"R",0.05
39,1,38,"R",0.053
40,1,38,"R",0.055
41,1,38,"R",0.068
42,1,38,"R",0.077
43,1,38,"R",0.08
44,1,38,"R",0.096
45,1,38,"R",0.096
46,1,38,"R",0.108
47,1,38,"R",0.126
48,1,38,"R",0.144
49,1,38,"R",0.146
50,1,38,"R",0.16
51,1,38,"R",0.167
52,1,38,"R",0.178
53,1,38,"R",0.184
54,1,38,"R",0.195
55,1,38,"R",0.197
56,1,38,"R",0.201
57,1,38,"R",0.206
58,1,38,"R",0.209
59,1,38,"R",0.219
60,1,38,"R",0.232
61,1,38,"R",0.236
62,1,38,"R",0.227
63,1,38,"R",0.232
64,1,38,"R",0.237
65,1,38,"R",0.234
66,1,38,"R",0.241
67,1,38,"R",0.25
68,1,38,"R",0.249
69,1,38,"R",0.243
70,1,38,"R",0.237
71,1,38,"R",0.244
72,1,38,"R",0.243
73,1,38,"R",0.235
74,1,38,"R",0.245
75,1,38,"R",0.241
76,1,38,"R",0.24
77,1,38,"R",0.253
78,1,38,"R",0.259
79,1,38,"R",0.265
80,1,38,"R",0.27
1,1,38,"incidence",0
2,1,38,"incidence",0
3,1,38,"incidence",0
4,1,38,"incidence",0
5,1,38,"incidence",0
6,1,38,"incidence",0
7,1,38,"incidence",0
8,1,38,"incidence",0
9,1,38,"incidence",0
10,1,38,"incidence",0
11,1,38,"incidence",0
12,1,38,"incidence",0
13,1,38,"incidence",0
14,1,38,"incidence",0
15,1,38,"incidence",0
16,1,38,"incidence",0
17,1,38,"incidence",0
18,1,38,"incidence",0
19,1,38,"incidence",0
20,1,38,"incidence",0
21,1,38,"incidence",0
22,1,38,"incidence",2
23,1,38,"incidence",2
24,1,38,"incidence",0
25,1,38,"incidence",1
26,1,38,"incidence",1
27,1,38,"incidence",0
28,1,38,"incidence",1
29,1,38,"incidence",1
30,1,38,"incidence",1
31,1,38,"incidence",4
32,1,38,"incidence",2
33,1,38,"incidence",2
34,1,38,"incidence",1
35,1,38,"incidence",2
36,1,38,"incidence",2
37,1,38,"incidence",2
38,1,38,"incidence",3
39,1,38,"incidence",0
40,1,38,"incidence",7
41,1,38,"incidence",4
42,1,38,"incidence",4
43,1,38,"incidence",4
44,1,38,"incidence",4
45,1,38,"incidence",3
46,1,38,"incidence",3
47,1,38,"incidence",2
48,1,38,"incidence",2
49,1,38,"incidence",3
50,1,38,"incidence",4
51,1,38,"incidence",2
52,1,38,"incidence",4
53,1,38,"incidence",3
54,1,38,"incidence",4
55,1,38,"incidence",5
56,1,38,"incidence",3
57,1,38,"incidence",1
58,1,38,"incidence",2
59,1,38,"incidence",2
60,1,38,"incidence",1
61,1,38,"incidence",4
62,1,38,"incidence",1
63,1,38,"incidence",3
64,1,38,"incidence",0
65,1,38,"incidence",1
66,1,38,"incidence",1
67,1,38,"incidence",3
68,1,38,"incidence",2
69,1,38,"incidence",2
70,1,38,"incidence",1
71,1,38,"incidence",1
72,1,38,"incidence",5
73,1,38,"incidence",2
74,1,38,"incidence",1
75,1,38,"incidence",3
76,1,38,"incidence",1
77,1,38,"incidence",2
78,1,38,"incidence",1
79,1,38,"incidence",4
80,1,38,"incidence",3
1,1,39,"S",0.995
2,1,39,"S",0.993
3,1,39,"S",0.988
4,1,39,"S",0.983
5,1,39,"S",0.976
6,1,39,"S",0.976
7,1,39,"S",0.971
8,1,39,"S",0.961
9,1,39,"S",0.96
10,1,39,"S",0.953
11,1,39,"S",0.946
12,1,39,"S",0.936
13,1,39,"S",0.926
14,1,39,"S",0.907
15,1,39,"S",0.891
16,1,39,"S",0.873
17,1,39,"S",0.853
18,1,39,"S",0.834
19,1,39,"S",0.809
20,1,39,"S",0.795
21,1,39,"S",0.771
22,1,39,"S",0.742
